Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Female,YES,YES,127939.19,NO
France,Male,YES,YES,193438.69,NO
France,Female,YES,YES,90655.94,YES
France,Male,YES,YES,12067.39,NO
Germany,Female,YES,YES,54191.38,NO
Spain,Female,YES,NO,58667.16,YES
Spain,Male,YES,YES,35687.43,NO
Germany,Male,YES,NO,14288.93,NO
France,Male,YES,YES,247.36,NO
Germany,Male,YES,NO,78111.84,YES
Spain,Female,YES,NO,79547.39,NO
Germany,Male,YES,YES,193266.72,NO
France,Male,YES,NO,105028.46,NO
France,Female,YES,NO,116106.52,NO
France,Male,YES,YES,53179.21,YES
Germany,Male,NO,NO,140947.05,NO
France,Male,YES,YES,171837.06,NO
France,Male,YES,YES,123437.05,NO
France,Male,NO,NO,197519.66,YES
Spain,Male,NO,NO,183058.51,YES
France,Female,NO,NO,22710.72,NO
France,Female,NO,YES,69303.15,NO
Germany,Male,NO,NO,63705.9,NO
Spain,Male,YES,NO,116429.51,NO
France,Female,NO,YES,58381.77,NO
Germany,Male,YES,NO,177378.66,YES
Spain,Female,YES,NO,35450.53,NO
Germany,Female,NO,NO,164621.43,NO
France,Male,YES,NO,174435.48,NO
Germany,Female,NO,YES,94047.75,NO
France,Female,YES,YES,119087.25,NO
Spain,Female,YES,YES,184800.27,NO
France,Female,NO,YES,75035.48,NO
France,Female,YES,YES,62703.38,NO
France,Male,NO,YES,190882.69,NO
France,Female,NO,YES,91981.85,YES
Spain,Male,NO,NO,91881.29,NO
France,Male,YES,YES,7118.02,NO
Spain,Male,NO,NO,11710.4,YES
Spain,Female,YES,YES,25904.12,NO
France,Male,YES,NO,86911.49,NO
France,Male,YES,NO,10958.18,NO
Germany,Female,YES,NO,5790.9,YES
Spain,Female,YES,YES,42855.97,NO
Spain,Male,YES,YES,78915.68,NO
Spain,Male,YES,YES,81409.0,NO
Germany,Male,YES,YES,179252.73,NO
France,Male,YES,NO,42171.13,YES
Spain,Female,YES,NO,58965.04,NO
France,Female,NO,YES,102681.32,NO
Spain,Female,YES,NO,125553.52,NO
Spain,Male,NO,NO,53478.02,NO
France,Male,NO,NO,198376.02,YES
Germany,Male,YES,NO,105525.36,NO
France,Female,NO,YES,47349.0,NO
Spain,Male,YES,NO,178822.32,NO
France,Female,YES,YES,72127.83,NO
Germany,Male,YES,NO,163504.33,NO
France,Male,YES,YES,190623.02,NO
France,Female,NO,NO,140758.07,YES
France,Female,NO,YES,132374.41,NO
France,Male,YES,YES,53949.98,NO
France,Female,YES,NO,121982.73,NO
Germany,Female,NO,NO,136983.77,NO
Germany,Male,YES,NO,114371.33,YES
France,Male,NO,NO,62389.35,NO
France,Female,NO,YES,24435.77,NO
France,Male,YES,YES,10908.33,NO
Spain,Male,NO,YES,90977.48,NO
France,Male,YES,YES,81062.93,NO
France,Female,YES,YES,61230.83,NO
France,Male,YES,YES,126837.72,NO
France,Male,YES,NO,115668.53,NO
France,Female,YES,YES,38819.45,NO
Spain,Male,YES,YES,86994.54,NO
France,Female,NO,NO,195204.99,NO
Spain,Female,NO,NO,131301.74,NO
Spain,Female,NO,YES,100835.19,NO
France,Female,YES,YES,198969.78,NO
Spain,Male,NO,NO,41542.95,NO
France,Female,NO,NO,118272.07,NO
Spain,Female,YES,NO,69586.27,YES
France,Female,YES,NO,149629.13,YES
Spain,Male,NO,YES,146680.25,NO
France,Female,YES,YES,132809.18,NO
France,Male,YES,NO,28707.69,NO
France,Female,YES,YES,104706.29,NO
Germany,Male,YES,NO,75335.68,NO
France,Female,YES,NO,136827.96,NO
France,Male,YES,YES,139065.94,NO
France,Male,YES,YES,70179.91,NO
France,Female,YES,NO,116160.04,NO
Spain,Female,YES,NO,83008.49,YES
France,Female,NO,NO,188484.52,YES
Germany,Female,YES,YES,133699.82,YES
France,Female,NO,YES,72172.13,YES
Germany,Female,YES,YES,191057.76,NO
Spain,Male,YES,YES,48233.75,NO
France,Male,YES,YES,79178.31,NO
France,Male,YES,YES,162347.05,NO
Germany,Female,YES,NO,7611.61,YES
France,Male,YES,NO,88890.05,NO
France,Male,NO,NO,63833.09,NO
Spain,Female,YES,YES,78310.04,NO
Spain,Female,YES,YES,37898.91,NO
France,Male,NO,YES,179521.24,YES
Spain,Male,YES,NO,130726.96,NO
France,Female,NO,NO,198714.29,NO
Spain,Male,YES,NO,89543.25,NO
Spain,Female,NO,NO,2423.9,YES
Germany,Male,NO,YES,180326.83,NO
France,Female,YES,NO,166305.16,YES
Germany,Male,YES,NO,29883.63,NO
France,Male,YES,NO,192029.19,NO
France,Female,YES,NO,1710.89,NO
Spain,Male,YES,NO,135163.76,YES
Spain,Male,NO,YES,84927.42,NO
France,Female,YES,YES,149912.28,YES
France,Female,YES,NO,88206.04,YES
France,Male,NO,YES,163667.56,NO
France,Male,NO,NO,100153.43,NO
France,Female,YES,NO,32275.09,YES
France,Male,NO,NO,65501.91,YES
Germany,Female,YES,NO,189392.66,NO
Germany,Female,YES,YES,116069.24,YES
Spain,Female,NO,YES,139861.53,NO
France,Male,NO,NO,144184.06,YES
Spain,Female,NO,YES,157888.5,NO
Spain,Female,NO,NO,71911.3,NO
Spain,Female,YES,NO,45033.75,NO
Spain,Male,NO,YES,150465.93,NO
France,Female,YES,NO,126381.6,YES
France,Male,YES,NO,90189.72,YES
Germany,Male,YES,NO,122433.09,NO
Germany,Male,NO,YES,123825.83,NO
France,Male,YES,YES,11426.7,NO
France,Female,YES,YES,114951.42,NO
France,Female,NO,YES,184636.05,NO
France,Male,YES,YES,91055.27,NO
France,Male,YES,NO,93991.65,NO
Germany,Female,YES,NO,116511.12,YES
Germany,Male,YES,NO,190631.23,NO
Germany,Female,YES,NO,199970.74,NO
France,Male,YES,NO,139947.17,NO
France,Male,YES,NO,8816.37,NO
Spain,Male,YES,NO,135650.72,YES
Germany,Male,NO,YES,24577.34,NO
France,Male,YES,YES,131249.46,NO
France,Male,YES,NO,140126.17,NO
France,Male,YES,NO,168219.75,NO
Spain,Male,YES,NO,171867.08,NO
France,Female,NO,NO,70613.52,NO
France,Male,NO,YES,117946.3,NO
France,Male,YES,NO,84872.66,NO
Spain,Male,YES,YES,60590.72,YES
Germany,Female,NO,YES,8444.5,NO
Germany,Female,YES,NO,159132.83,NO
Germany,Female,YES,YES,76998.69,NO
France,Male,NO,NO,55835.66,NO
Germany,Female,YES,NO,177524.19,NO
Germany,Female,YES,NO,45985.52,NO
France,Male,YES,NO,60297.72,NO
France,Female,NO,YES,194421.12,YES
France,Male,YES,NO,93568.77,YES
Spain,Male,YES,YES,34702.92,NO
France,Female,YES,NO,54473.6,YES
France,Male,NO,NO,113943.17,NO
Germany,Female,YES,NO,153727.32,NO
France,Female,YES,YES,19116.97,NO
France,Male,NO,YES,112554.68,NO
France,Female,YES,NO,47318.75,NO
Germany,Male,YES,NO,36690.49,NO
France,Female,YES,NO,106918.67,YES
France,Female,NO,YES,194563.65,NO
Spain,Female,YES,NO,91086.73,NO
Germany,Male,YES,YES,108008.65,NO
Germany,Female,YES,YES,172363.52,NO
France,Male,NO,NO,178587.36,YES
France,Female,YES,NO,31907.44,YES
Germany,Female,YES,NO,18922.18,YES
Germany,Female,YES,NO,147222.95,YES
France,Male,YES,NO,1474.79,NO
France,Male,YES,YES,24924.92,NO
France,Male,YES,YES,46884.1,NO
Spain,Male,YES,YES,128918.42,NO
Germany,Male,YES,NO,105291.26,NO
France,Female,NO,YES,145381.65,NO
Spain,Male,YES,YES,103792.53,NO
Germany,Female,YES,YES,71121.04,YES
Spain,Female,YES,YES,52327.57,NO
Germany,Female,NO,NO,197428.64,NO
France,Female,NO,NO,83210.84,NO
France,Male,NO,NO,193099.43,NO
Spain,Male,YES,NO,193008.52,NO
Spain,Female,YES,NO,157567.37,NO
Germany,Female,YES,NO,108977.5,NO
France,Male,NO,NO,147759.84,NO
France,Female,YES,YES,27528.4,NO
Spain,Male,NO,YES,36479.27,NO
Spain,Female,YES,NO,31726.76,YES
Spain,Male,NO,NO,96398.51,NO
Germany,Female,YES,NO,139558.6,YES
Germany,Female,YES,YES,95007.8,NO
Spain,Male,YES,YES,101663.47,NO
France,Male,YES,YES,106197.44,NO
France,Male,YES,NO,48466.89,NO
France,Female,YES,YES,151978.36,NO
France,Male,NO,YES,13288.46,YES
France,Female,YES,NO,22666.77,YES
France,Male,NO,YES,102391.06,NO
France,Male,NO,YES,67830.2,YES
France,Male,YES,YES,92090.36,NO
France,Male,NO,NO,141023.01,NO
France,Male,YES,YES,104222.8,NO
France,Male,YES,NO,196395.05,NO
Germany,Female,NO,YES,6866.31,NO
Germany,Male,NO,NO,77737.86,NO
Germany,Male,NO,YES,106116.84,NO
France,Female,YES,YES,117948.0,YES
France,Male,YES,YES,184581.68,NO
France,Female,YES,NO,199378.58,YES
France,Female,NO,YES,12483.39,YES
Spain,Male,YES,NO,22404.64,NO
Germany,Male,YES,YES,92887.06,NO
France,Female,NO,YES,145157.97,NO
France,Male,YES,NO,134889.95,YES
Germany,Female,YES,YES,109309.29,NO
France,Male,NO,YES,169964.12,NO
Spain,Female,YES,YES,26327.42,NO
Germany,Male,NO,NO,55072.93,NO
Germany,Female,NO,NO,68574.88,YES
France,Male,YES,YES,41671.81,NO
France,Male,YES,YES,12409.01,NO
Germany,Female,NO,YES,68367.18,NO
France,Male,YES,YES,74564.41,NO
France,Male,YES,NO,26843.76,NO
France,Female,YES,NO,156774.75,NO
France,Male,YES,YES,46019.43,NO
France,Female,NO,YES,145411.39,NO
Spain,Male,YES,YES,158268.84,NO
France,Male,YES,YES,74637.57,NO
Spain,Male,YES,YES,28391.52,NO
Spain,Male,YES,YES,144385.54,NO
France,Female,YES,NO,95181.06,YES
Spain,Male,YES,YES,15627.51,NO
France,Female,NO,NO,148477.57,YES
France,Female,NO,YES,79957.95,NO
Spain,Female,NO,NO,102763.69,NO
France,Male,YES,NO,129654.22,NO
France,Female,YES,YES,40652.33,NO
Germany,Male,YES,YES,178291.09,NO
France,Female,YES,NO,131906.44,NO
Spain,Male,YES,YES,118607.4,NO
France,Female,NO,YES,13848.58,NO
Spain,Male,NO,YES,170903.4,NO
France,Female,YES,YES,13161.66,YES
France,Female,YES,NO,79304.38,YES
France,Male,YES,YES,121402.53,NO
France,Female,NO,NO,23305.01,NO
Germany,Male,YES,NO,74510.65,NO
France,Female,NO,YES,55601.44,NO
France,Male,YES,YES,134526.87,NO
France,Female,YES,YES,195424.01,NO
France,Male,YES,YES,59563.49,NO
France,Female,YES,YES,34595.58,NO
Germany,Male,YES,YES,60036.99,YES
France,Female,YES,NO,193021.49,NO
France,Female,YES,YES,48108.72,NO
Spain,Female,NO,NO,79082.76,NO
Spain,Female,YES,NO,37914.12,NO
France,Male,NO,NO,74593.84,NO
France,Female,YES,NO,82967.97,YES
France,Male,YES,YES,193441.23,NO
Germany,Female,NO,YES,191790.29,YES
Spain,Female,YES,NO,92455.96,NO
Germany,Male,NO,NO,155231.55,NO
France,Male,YES,NO,9217.92,NO
Germany,Female,NO,YES,87941.85,YES
Germany,Female,NO,NO,187508.06,NO
Germany,Male,YES,NO,171519.06,NO
France,Male,YES,YES,27012.0,NO
France,Female,YES,NO,70916.0,YES
Germany,Male,YES,NO,73073.68,NO
France,Female,YES,YES,88783.59,NO
France,Male,YES,NO,145524.36,NO
Germany,Male,YES,YES,21333.22,NO
Germany,Female,NO,YES,46675.51,YES
France,Female,YES,NO,4802.25,NO
Germany,Female,YES,NO,102975.72,YES
France,Female,YES,YES,175071.29,YES
Spain,Male,YES,YES,131970.86,NO
Spain,Male,YES,NO,14174.09,NO
Spain,Male,NO,NO,15378.75,NO
Germany,Female,NO,YES,179797.79,YES
France,Male,YES,YES,93917.68,YES
Germany,Male,YES,YES,99490.01,NO
Germany,Male,YES,YES,46415.09,NO
France,Female,YES,YES,151815.76,NO
Germany,Male,YES,YES,14865.05,NO
Spain,Male,YES,YES,188007.99,NO
Germany,Female,YES,YES,98175.74,NO
France,Female,YES,NO,106851.7,NO
France,Male,NO,YES,75204.21,NO
Germany,Female,YES,NO,141872.05,YES
Germany,Female,YES,NO,7103.71,NO
Germany,Female,YES,NO,9241.83,YES
Germany,Male,YES,YES,149517.71,YES
Germany,Female,YES,YES,196079.32,NO
Germany,Male,NO,NO,166165.93,YES
France,Male,YES,YES,55724.24,NO
France,Female,NO,YES,131768.98,NO
France,Male,YES,YES,13858.95,NO
France,Male,YES,NO,82774.07,NO
Spain,Male,YES,NO,55389.59,NO
Spain,Female,NO,YES,82336.73,NO
France,Male,YES,YES,163225.48,NO
Spain,Male,YES,YES,135536.72,NO
France,Male,NO,NO,82422.97,NO
France,Male,NO,YES,194660.78,NO
Spain,Female,YES,NO,55347.28,NO
France,Male,YES,NO,16717.11,YES
France,Male,YES,YES,160277.65,NO
Spain,Male,NO,NO,175905.97,NO
France,Female,NO,YES,66040.83,NO
Germany,Female,NO,NO,92198.05,NO
Germany,Female,YES,NO,134625.09,YES
France,Male,YES,YES,50974.57,NO
France,Male,YES,NO,171922.72,NO
Spain,Male,NO,NO,83058.14,NO
France,Male,YES,NO,188382.77,NO
Spain,Male,NO,NO,198030.24,NO
France,Male,NO,NO,1055.66,NO
France,Male,YES,YES,133173.19,NO
Germany,Male,YES,YES,189875.83,NO
Spain,Male,YES,YES,31802.92,NO
France,Female,YES,YES,132649.85,NO
France,Male,YES,NO,53067.83,YES
Germany,Male,NO,YES,961.57,NO
France,Male,YES,NO,71333.44,NO
France,Female,YES,YES,16658.76,NO
Spain,Female,YES,YES,74878.22,NO
France,Male,NO,NO,112104.55,NO
Germany,Male,YES,NO,48421.4,YES
Germany,Female,YES,NO,170320.58,NO
Germany,Female,YES,NO,37688.31,YES
Spain,Female,YES,YES,136592.24,YES
France,Female,YES,NO,48640.77,NO
Germany,Female,NO,YES,89773.45,NO
Germany,Female,YES,NO,42131.26,YES
Germany,Male,YES,YES,186523.72,YES
Germany,Male,YES,NO,41758.9,NO
Spain,Female,YES,YES,199256.98,NO
Spain,Female,YES,YES,153482.91,YES
France,Female,YES,NO,21177.1,NO
France,Male,NO,YES,138743.86,NO
Germany,Male,YES,NO,25881.0,YES
France,Male,YES,NO,66469.2,NO
France,Female,NO,YES,142670.61,NO
France,Male,NO,NO,103563.23,NO
France,Female,YES,YES,69101.23,YES
Spain,Female,YES,NO,59475.35,NO
Spain,Female,YES,NO,135287.74,NO
France,Female,YES,YES,38773.74,NO
Spain,Male,NO,NO,138396.32,NO
Germany,Female,NO,YES,110718.02,NO
Germany,Male,NO,NO,118545.49,YES
France,Female,YES,NO,123207.17,NO
Spain,Male,NO,NO,99984.86,NO
Spain,Female,YES,NO,58332.91,NO
France,Male,YES,YES,50906.65,NO
Germany,Male,NO,YES,127623.36,NO
Spain,Male,NO,YES,169665.79,NO
France,Female,YES,NO,194144.45,NO
France,Female,YES,NO,35673.42,NO
France,Female,NO,YES,177397.49,NO
Spain,Male,YES,YES,159677.46,NO
France,Male,YES,NO,153566.97,NO
France,Male,YES,NO,52411.99,NO
France,Female,NO,YES,79222.02,NO
Germany,Female,NO,NO,32589.89,YES
France,Female,NO,YES,93777.61,NO
Germany,Male,YES,NO,112549.99,YES
France,Male,NO,NO,191063.36,NO
Spain,Female,NO,YES,153810.41,NO
France,Female,YES,NO,105886.77,NO
France,Male,YES,NO,96131.47,NO
France,Male,NO,NO,15120.86,NO
Spain,Male,YES,NO,16989.77,NO
France,Male,YES,YES,143133.18,NO
Germany,Male,YES,NO,93336.93,YES
Germany,Female,YES,YES,9972.64,NO
France,Female,YES,NO,30579.82,NO
France,Female,YES,YES,199775.67,NO
France,Male,YES,NO,179908.71,NO
Spain,Female,YES,NO,101667.0,NO
Germany,Male,NO,YES,171430.16,NO
Spain,Female,NO,NO,112973.34,NO
Germany,Female,YES,YES,190746.38,NO
Spain,Female,NO,YES,187689.91,YES
Spain,Female,YES,NO,153229.19,NO
Germany,Male,NO,YES,14217.77,YES
Germany,Male,YES,YES,64849.74,YES
Germany,Male,NO,YES,160122.66,YES
France,Female,YES,YES,138160.11,YES
France,Male,YES,YES,64286.39,NO
Spain,Male,YES,YES,80178.54,YES
France,Male,YES,NO,101319.76,NO
France,Male,YES,NO,92794.61,NO
France,Female,YES,YES,63708.07,NO
France,Female,YES,NO,110782.88,NO
Germany,Male,NO,NO,10779.69,NO
Spain,Male,YES,NO,183289.22,NO
France,Male,YES,NO,66526.01,NO
France,Male,NO,YES,123697.95,NO
France,Male,YES,YES,155700.15,NO
Germany,Male,NO,YES,82081.35,NO
Germany,Male,YES,NO,121747.96,NO
Germany,Male,YES,YES,172810.51,NO
Germany,Female,NO,NO,159584.81,NO
France,Female,YES,YES,108402.54,NO
France,Male,NO,YES,77330.35,NO
France,Male,YES,NO,21007.96,NO
France,Female,YES,YES,9398.45,NO
France,Female,NO,NO,182156.81,YES
Spain,Female,NO,NO,110525.6,NO
France,Female,YES,NO,51536.99,NO
Germany,Male,YES,NO,49722.34,NO
France,Male,YES,YES,66119.07,NO
France,Female,YES,YES,37160.28,NO
France,Male,YES,NO,197923.05,NO
France,Female,NO,YES,65166.6,NO
France,Female,NO,NO,49326.07,NO
France,Male,YES,YES,42495.81,NO
Spain,Male,YES,YES,148087.62,NO
France,Male,NO,NO,9641.4,NO
Spain,Male,YES,YES,164844.37,NO
Germany,Female,NO,YES,132959.33,NO
Spain,Female,YES,YES,135088.58,NO
Germany,Male,YES,YES,4441.54,NO
Spain,Male,NO,YES,174916.85,YES
Germany,Female,YES,YES,1795.93,NO
France,Female,NO,NO,180249.94,YES
France,Female,YES,YES,153604.44,NO
France,Female,YES,YES,189703.65,NO
France,Female,YES,YES,66393.89,NO
France,Male,YES,YES,30709.03,NO
France,Male,YES,YES,71009.84,NO
Germany,Female,YES,NO,143049.72,YES
Germany,Male,NO,YES,1561.58,NO
France,Female,YES,NO,49707.85,NO
France,Male,NO,YES,29837.65,NO
France,Female,NO,NO,9041.71,NO
Germany,Female,NO,YES,198017.05,NO
Germany,Female,YES,NO,143481.85,NO
Germany,Male,YES,YES,146372.51,NO
France,Female,NO,NO,101905.34,NO
Spain,Male,YES,NO,134767.13,NO
Germany,Female,YES,YES,103573.96,NO
France,Female,NO,YES,139259.54,NO
Germany,Female,YES,NO,187776.49,NO
Germany,Male,YES,NO,8059.44,YES
France,Female,YES,NO,124354.92,NO
France,Male,NO,YES,109135.11,NO
Spain,Male,YES,YES,82222.86,NO
Spain,Female,NO,YES,136767.16,YES
Spain,Female,YES,NO,155516.35,NO
Germany,Male,YES,YES,144584.29,NO
France,Female,YES,NO,164806.89,NO
France,Male,NO,YES,109153.04,NO
Germany,Male,YES,YES,86190.34,NO
Spain,Male,YES,YES,106040.97,NO
France,Male,YES,YES,168008.17,NO
France,Female,YES,NO,33350.26,YES
France,Female,YES,YES,119565.34,NO
Spain,Male,NO,NO,188492.82,NO
Germany,Male,YES,NO,165378.66,YES
France,Male,YES,YES,14178.73,NO
Germany,Male,YES,YES,97847.05,NO
Spain,Male,YES,YES,118959.64,NO
France,Female,YES,YES,50664.07,YES
France,Male,NO,NO,152996.89,NO
Spain,Female,YES,NO,19458.75,NO
Germany,Male,YES,NO,115268.86,NO
France,Male,YES,NO,25843.7,YES
France,Male,YES,NO,147662.33,NO
France,Male,NO,NO,134878.34,NO
France,Female,YES,NO,35795.85,NO
Spain,Male,YES,NO,66462.79,NO
Germany,Male,YES,YES,69578.49,NO
Spain,Female,NO,YES,103182.46,NO
France,Male,NO,YES,177017.39,NO
Germany,Female,YES,NO,53217.3,NO
Germany,Female,YES,YES,162756.29,YES
France,Female,NO,YES,42181.68,NO
France,Male,NO,YES,31714.08,NO
France,Male,NO,NO,25017.28,NO
Spain,Female,YES,NO,104272.04,NO
Germany,Male,YES,NO,84300.4,YES
Spain,Female,NO,NO,136877.24,NO
France,Female,YES,YES,199409.19,NO
Germany,Male,NO,NO,163147.99,YES
Germany,Female,YES,NO,136497.28,NO
Germany,Male,NO,NO,10070.4,YES
France,Male,YES,NO,190068.53,YES
Spain,Male,YES,YES,58309.54,NO
France,Male,YES,YES,76946.6,NO
France,Female,YES,YES,54129.86,NO
Spain,Male,YES,YES,52990.7,NO
France,Female,NO,YES,161854.98,NO
France,Male,YES,YES,172141.33,NO
Spain,Male,NO,YES,124429.19,NO
Germany,Male,NO,NO,24983.39,NO
Spain,Female,NO,YES,86699.98,NO
France,Female,NO,NO,125440.11,YES
France,Female,NO,NO,9443.15,NO
Spain,Female,YES,NO,195877.06,NO
France,Female,NO,YES,105409.31,NO
France,Male,YES,NO,100403.05,NO
Germany,Female,NO,YES,48502.88,NO
Germany,Female,NO,NO,47019.66,YES
France,Male,YES,YES,48249.88,NO
Germany,Male,YES,YES,84358.71,YES
France,Male,NO,YES,145986.35,NO
France,Female,YES,NO,88550.28,NO
France,Male,YES,NO,3061.0,NO
France,Male,YES,YES,43196.5,NO
France,Male,YES,YES,55775.84,YES
Spain,Female,NO,NO,134077.71,NO
France,Male,NO,YES,198490.33,NO
France,Male,YES,YES,116052.92,NO
Germany,Male,NO,YES,123202.99,NO
Spain,Male,YES,YES,85129.77,YES
France,Male,YES,NO,180598.86,NO
Spain,Male,YES,NO,198694.2,NO
France,Female,NO,NO,42934.43,NO
Spain,Male,NO,NO,114793.45,NO
Spain,Male,YES,NO,63297.7,NO
France,Female,NO,NO,61820.41,YES
Germany,Male,YES,NO,102246.0,NO
Spain,Male,NO,NO,154882.79,NO
Germany,Male,YES,NO,140723.05,NO
France,Female,YES,NO,72852.74,YES
France,Male,YES,YES,85733.33,NO
France,Male,NO,YES,162597.15,NO
France,Male,YES,NO,74379.57,YES
France,Female,NO,YES,173117.22,YES
Spain,Male,YES,YES,66485.26,NO
France,Male,YES,YES,92811.2,NO
Spain,Male,NO,YES,46635.11,NO
France,Male,YES,YES,124830.11,NO
Germany,Female,YES,YES,167087.34,YES
France,Male,NO,YES,163625.56,NO
France,Male,YES,YES,172129.26,NO
Germany,Female,YES,NO,163141.18,YES
Germany,Male,NO,NO,94003.11,NO
Spain,Male,YES,YES,138351.68,NO
Spain,Male,NO,YES,34164.05,NO
Spain,Female,YES,NO,97794.71,NO
France,Male,YES,NO,75786.55,NO
France,Male,YES,NO,136812.02,NO
France,Female,YES,YES,84361.72,YES
France,Male,YES,YES,2766.63,NO
France,Male,YES,NO,163185.76,NO
Germany,Male,YES,NO,180598.28,YES
Germany,Female,NO,YES,69849.55,NO
France,Female,YES,YES,19921.72,NO
Spain,Female,NO,YES,147606.71,NO
France,Female,YES,YES,126160.24,YES
France,Male,YES,NO,47046.72,NO
France,Female,YES,NO,143668.58,NO
Spain,Male,YES,NO,152577.62,NO
France,Female,YES,NO,191350.48,NO
Spain,Male,YES,YES,14234.31,NO
Germany,Male,YES,YES,77906.87,NO
Spain,Male,NO,YES,57320.92,NO
Germany,Female,NO,NO,27145.73,YES
Germany,Female,YES,YES,26912.72,YES
France,Male,YES,YES,26476.18,NO
France,Male,NO,YES,79329.7,NO
France,Male,YES,NO,13464.64,YES
Germany,Female,YES,NO,114149.8,NO
Spain,Male,YES,YES,135171.6,NO
France,Male,NO,NO,1187.88,NO
Germany,Female,YES,NO,184564.67,YES
Germany,Male,YES,YES,33391.38,NO
France,Male,YES,NO,9238.35,NO
France,Female,NO,NO,28029.54,NO
France,Male,YES,YES,42790.29,NO
Germany,Male,YES,YES,77142.42,YES
Germany,Male,YES,YES,146219.9,NO
Germany,Female,YES,NO,70127.93,NO
Germany,Male,YES,NO,132104.76,NO
Spain,Female,YES,YES,90437.87,NO
Spain,Male,YES,YES,113926.31,NO
France,Male,YES,YES,12050.77,NO
Germany,Male,YES,NO,64345.61,YES
Spain,Female,YES,YES,199242.65,NO
France,Female,NO,NO,75578.67,NO
France,Male,YES,NO,43435.43,YES
France,Female,NO,NO,183239.71,YES
Spain,Female,YES,NO,146213.75,YES
Spain,Male,YES,YES,40315.27,NO
France,Male,YES,NO,16966.73,NO
France,Male,YES,NO,80608.12,NO
Spain,Male,NO,YES,19233.41,NO
Spain,Male,YES,NO,135382.23,NO
France,Male,YES,YES,80410.68,NO
Spain,Female,YES,NO,17696.22,NO
France,Male,YES,NO,17974.08,NO
Spain,Male,YES,YES,180712.28,NO
France,Female,YES,YES,56323.21,NO
Spain,Male,YES,YES,77550.18,NO
Germany,Male,YES,YES,166957.82,NO
France,Female,YES,YES,184243.25,NO
Germany,Male,YES,YES,114072.91,NO
Spain,Male,YES,NO,153917.41,NO
France,Female,YES,NO,4176.17,YES
France,Female,YES,YES,142963.29,NO
Spain,Female,NO,YES,76844.23,NO
France,Female,NO,NO,159742.33,NO
France,Male,YES,NO,177944.64,NO
France,Male,YES,YES,166678.28,NO
France,Female,YES,NO,44904.26,NO
Spain,Male,YES,NO,10625.91,NO
France,Male,NO,YES,169781.45,YES
France,Female,NO,YES,49848.86,NO
Germany,Male,YES,YES,51467.92,YES
Spain,Male,NO,NO,735.79,NO
France,Female,NO,YES,182495.7,NO
Germany,Female,NO,YES,118740.37,NO
Spain,Male,YES,NO,13813.24,NO
France,Female,NO,NO,130500.65,NO
Spain,Male,NO,YES,14152.15,NO
Spain,Female,YES,NO,66963.15,NO
France,Female,YES,YES,93261.69,NO
Spain,Male,NO,NO,196582.28,NO
France,Female,YES,NO,43024.64,NO
France,Male,YES,YES,130001.13,NO
France,Female,YES,NO,12106.82,YES
Spain,Male,YES,YES,42556.33,NO
Spain,Male,YES,YES,197961.93,NO
France,Female,YES,NO,12538.92,NO
Germany,Female,YES,NO,35140.49,YES
Spain,Male,NO,YES,117626.9,NO
Germany,Female,YES,NO,62454.01,YES
Spain,Female,YES,YES,109089.04,NO
France,Female,NO,YES,142331.39,NO
France,Male,YES,YES,193209.11,NO
Germany,Male,YES,YES,47832.82,NO
France,Male,YES,YES,70174.03,NO
Germany,Male,NO,NO,176768.59,NO
France,Female,YES,YES,129392.75,NO
France,Female,YES,YES,97893.32,NO
Germany,Male,NO,YES,176142.09,NO
Spain,Female,YES,NO,114093.73,NO
Spain,Female,YES,NO,158323.81,YES
France,Male,NO,YES,25514.77,NO
Spain,Male,NO,YES,61513.87,NO
Spain,Male,YES,YES,59553.34,NO
Spain,Female,YES,NO,110253.2,NO
France,Male,NO,NO,148769.08,NO
France,Male,NO,YES,8236.78,NO
Germany,Female,NO,YES,11407.58,NO
Spain,Female,YES,YES,49684.09,NO
Spain,Male,NO,YES,68064.83,NO
Spain,Male,YES,YES,163911.32,NO
France,Male,YES,NO,944.41,YES
Spain,Male,NO,YES,185547.71,NO
Spain,Male,YES,NO,140509.86,NO
France,Female,NO,YES,164652.02,YES
Germany,Female,YES,NO,73641.86,NO
Germany,Male,YES,YES,40321.87,NO
France,Male,YES,NO,173844.89,NO
Spain,Male,YES,YES,145613.17,NO
France,Female,YES,YES,174971.64,NO
