Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,66,159732.02,YES,YES,118188.15,NO
Germany,Female,34,89437.03,YES,YES,189540.95,NO
France,Male,41,0.0,YES,YES,63736.17,NO
France,Female,32,0.0,NO,NO,95740.37,NO
France,Female,30,0.0,YES,YES,127939.19,NO
France,Male,36,142400.77,YES,YES,193438.69,NO
France,Female,47,88011.4,YES,YES,90655.94,YES
France,Male,36,0.0,YES,YES,12067.39,NO
Germany,Female,30,154870.28,YES,YES,54191.38,NO
Spain,Female,46,0.0,YES,NO,58667.16,YES
Spain,Male,43,0.0,YES,YES,35687.43,NO
Germany,Male,28,118402.25,YES,NO,14288.93,NO
France,Male,37,87374.88,YES,YES,247.36,NO
Germany,Male,32,105397.8,YES,NO,78111.84,YES
Spain,Female,31,125341.69,YES,NO,79547.39,NO
Germany,Male,49,129164.88,YES,YES,193266.72,NO
France,Male,40,141004.46,YES,NO,105028.46,NO
France,Female,21,0.0,YES,NO,116106.52,NO
France,Male,57,89079.41,YES,YES,53179.21,YES
Germany,Male,40,103604.31,NO,NO,140947.05,NO
France,Male,24,182705.05,YES,YES,171837.06,NO
France,Male,29,0.0,YES,YES,123437.05,NO
France,Male,33,94598.48,NO,NO,197519.66,YES
Spain,Male,36,188241.05,NO,NO,183058.51,YES
France,Female,37,0.0,NO,NO,22710.72,NO
France,Female,40,0.0,NO,YES,69303.15,NO
Germany,Male,39,117469.91,NO,NO,63705.9,NO
Spain,Male,35,80790.74,YES,NO,116429.51,NO
France,Female,62,107735.93,NO,YES,58381.77,NO
Germany,Male,43,133379.41,YES,NO,177378.66,YES
Spain,Female,37,168066.87,YES,NO,35450.53,NO
Germany,Female,43,69014.49,NO,NO,164621.43,NO
France,Male,28,0.0,YES,NO,174435.48,NO
Germany,Female,42,98548.62,NO,YES,94047.75,NO
France,Female,49,0.0,YES,YES,119087.25,NO
Spain,Female,26,76554.06,YES,YES,184800.27,NO
France,Female,36,0.0,NO,YES,75035.48,NO
France,Female,27,107375.82,YES,YES,62703.38,NO
France,Male,40,122417.17,NO,YES,190882.69,NO
France,Female,42,0.0,NO,YES,91981.85,YES
Spain,Male,33,97188.62,NO,NO,91881.29,NO
France,Male,31,61297.05,YES,YES,7118.02,NO
Spain,Male,30,112666.67,NO,NO,11710.4,YES
Spain,Female,40,0.0,YES,YES,25904.12,NO
France,Male,28,157842.07,YES,NO,86911.49,NO
France,Male,46,91443.75,YES,NO,10958.18,NO
Germany,Female,30,110148.49,YES,NO,5790.9,YES
Spain,Female,34,53299.96,YES,YES,42855.97,NO
Spain,Male,37,0.0,YES,YES,78915.68,NO
Spain,Male,39,0.0,YES,YES,81409.0,NO
Germany,Male,28,70233.74,YES,YES,179252.73,NO
France,Male,33,0.0,YES,NO,42171.13,YES
Spain,Female,25,75212.28,YES,NO,58965.04,NO
France,Female,31,41299.03,NO,YES,102681.32,NO
Spain,Female,35,83286.56,YES,NO,125553.52,NO
Spain,Male,43,0.0,NO,NO,53478.02,NO
France,Male,29,0.0,NO,NO,198376.02,YES
Germany,Male,35,85668.59,YES,NO,105525.36,NO
France,Female,45,57327.04,NO,YES,47349.0,NO
Spain,Male,47,0.0,YES,NO,178822.32,NO
France,Female,37,69609.85,YES,YES,72127.83,NO
Germany,Male,46,129269.27,YES,NO,163504.33,NO
France,Male,27,0.0,YES,YES,190623.02,NO
France,Female,63,165350.61,NO,NO,140758.07,YES
France,Female,41,152105.57,NO,YES,132374.41,NO
France,Male,74,0.0,YES,YES,53949.98,NO
France,Female,32,106290.64,YES,NO,121982.73,NO
Germany,Female,30,100548.67,NO,NO,136983.77,NO
Germany,Male,46,106344.95,YES,NO,114371.33,YES
France,Male,35,137482.19,NO,NO,62389.35,NO
France,Female,37,116465.53,NO,YES,24435.77,NO
France,Male,45,0.0,YES,YES,10908.33,NO
Spain,Male,45,0.0,NO,YES,90977.48,NO
France,Male,36,127637.92,YES,YES,81062.93,NO
France,Female,34,0.0,YES,YES,61230.83,NO
France,Male,37,0.0,YES,YES,126837.72,NO
France,Male,35,81951.74,YES,NO,115668.53,NO
France,Female,42,147531.82,YES,YES,38819.45,NO
Spain,Male,18,0.0,YES,YES,86994.54,NO
France,Female,33,135120.72,NO,NO,195204.99,NO
Spain,Female,32,0.0,NO,NO,131301.74,NO
Spain,Female,37,0.0,NO,YES,100835.19,NO
France,Female,34,0.0,YES,YES,198969.78,NO
Spain,Male,18,0.0,NO,NO,41542.95,NO
France,Female,39,0.0,NO,NO,118272.07,NO
Spain,Female,41,28082.95,YES,NO,69586.27,YES
France,Female,43,0.0,YES,NO,149629.13,YES
Spain,Male,49,111087.5,NO,YES,146680.25,NO
France,Female,38,0.0,YES,YES,132809.18,NO
France,Male,35,127120.07,YES,NO,28707.69,NO
France,Female,35,115651.6,YES,YES,104706.29,NO
Germany,Male,31,77743.01,YES,NO,75335.68,NO
France,Female,30,0.0,YES,NO,136827.96,NO
France,Male,69,71996.09,YES,YES,139065.94,NO
France,Male,28,61581.97,YES,YES,70179.91,NO
France,Female,24,0.0,YES,NO,116160.04,NO
Spain,Female,42,0.0,YES,NO,83008.49,YES
France,Female,84,87873.39,NO,NO,188484.52,YES
Germany,Female,37,105617.73,YES,YES,133699.82,YES
France,Female,42,0.0,NO,YES,72172.13,YES
Germany,Female,44,148770.61,YES,YES,191057.76,NO
Spain,Male,37,94901.09,YES,YES,48233.75,NO
France,Male,29,174851.9,YES,YES,79178.31,NO
France,Male,59,0.0,YES,YES,162347.05,NO
Germany,Female,43,120847.11,YES,NO,7611.61,YES
France,Male,42,0.0,YES,NO,88890.05,NO
France,Male,43,0.0,NO,NO,63833.09,NO
Spain,Female,67,103267.8,YES,YES,78310.04,NO
Spain,Female,34,109699.08,YES,YES,37898.91,NO
France,Male,49,135133.39,NO,YES,179521.24,YES
Spain,Male,33,0.0,YES,NO,130726.96,NO
France,Female,32,137649.47,NO,NO,198714.29,NO
Spain,Male,43,113567.94,YES,NO,89543.25,NO
Spain,Female,35,0.0,NO,NO,2423.9,YES
Germany,Male,37,141547.26,NO,YES,180326.83,NO
France,Female,61,62055.17,YES,NO,166305.16,YES
Germany,Male,51,131156.76,YES,NO,29883.63,NO
France,Male,31,134837.58,YES,NO,192029.19,NO
France,Female,39,0.0,YES,NO,1710.89,NO
Spain,Male,40,104784.23,YES,NO,135163.76,YES
Spain,Male,36,0.0,NO,YES,84927.42,NO
France,Female,36,156948.41,YES,YES,149912.28,YES
France,Female,60,147751.75,YES,NO,88206.04,YES
France,Male,34,124619.33,NO,YES,163667.56,NO
France,Male,41,124182.21,NO,NO,100153.43,NO
France,Female,64,142028.36,YES,NO,32275.09,YES
France,Male,44,0.0,NO,NO,65501.91,YES
Germany,Female,31,125837.86,YES,NO,189392.66,NO
Germany,Female,34,117160.32,YES,YES,116069.24,YES
Spain,Female,61,0.0,NO,YES,139861.53,NO
France,Male,51,97565.74,NO,NO,144184.06,YES
Spain,Female,30,0.0,NO,YES,157888.5,NO
Spain,Female,25,104833.79,NO,NO,71911.3,NO
Spain,Female,31,101675.22,YES,NO,45033.75,NO
Spain,Male,20,0.0,NO,YES,150465.93,NO
France,Female,50,0.0,YES,NO,126381.6,YES
France,Male,46,174701.05,YES,NO,90189.72,YES
Germany,Male,36,71142.77,YES,NO,122433.09,NO
Germany,Male,31,108805.42,NO,YES,123825.83,NO
France,Male,68,0.0,YES,YES,11426.7,NO
France,Female,32,0.0,YES,YES,114951.42,NO
France,Female,66,116037.76,NO,YES,184636.05,NO
France,Male,28,0.0,YES,YES,91055.27,NO
France,Male,23,80673.96,YES,NO,93991.65,NO
Germany,Female,39,124640.51,YES,NO,116511.12,YES
Germany,Male,31,182275.23,YES,NO,190631.23,NO
Germany,Female,41,98635.77,YES,NO,199970.74,NO
France,Male,33,0.0,YES,NO,139947.17,NO
France,Male,35,0.0,YES,NO,8816.37,NO
Spain,Male,43,79757.21,YES,NO,135650.72,YES
Germany,Male,28,53053.76,NO,YES,24577.34,NO
France,Male,28,120911.75,YES,YES,131249.46,NO
France,Male,55,115285.85,YES,NO,140126.17,NO
France,Male,41,0.0,YES,NO,168219.75,NO
Spain,Male,40,221532.8,YES,NO,171867.08,NO
France,Female,51,105056.13,NO,NO,70613.52,NO
France,Male,37,88363.03,NO,YES,117946.3,NO
France,Male,29,123757.52,YES,NO,84872.66,NO
Spain,Male,56,123959.97,YES,YES,60590.72,YES
Germany,Female,62,114822.64,NO,YES,8444.5,NO
Germany,Female,37,145219.3,YES,NO,159132.83,NO
Germany,Female,32,106807.64,YES,YES,76998.69,NO
France,Male,36,148159.71,NO,NO,55835.66,NO
Germany,Female,40,99745.95,YES,NO,177524.19,NO
Germany,Female,37,156282.79,YES,NO,45985.52,NO
France,Male,41,0.0,YES,NO,60297.72,NO
France,Female,57,0.0,NO,YES,194421.12,YES
France,Male,50,0.0,YES,NO,93568.77,YES
Spain,Male,77,0.0,YES,YES,34702.92,NO
France,Female,47,121376.15,YES,NO,54473.6,YES
France,Male,33,111582.11,NO,NO,113943.17,NO
Germany,Female,34,129417.82,YES,NO,153727.32,NO
France,Female,26,0.0,YES,YES,19116.97,NO
France,Male,37,0.0,NO,YES,112554.68,NO
France,Female,36,0.0,YES,NO,47318.75,NO
Germany,Male,40,94607.08,YES,NO,36690.49,NO
France,Female,56,131368.3,YES,NO,106918.67,YES
France,Female,21,166883.07,NO,YES,194563.65,NO
Spain,Female,37,0.0,YES,NO,91086.73,NO
Germany,Male,25,172812.72,YES,YES,108008.65,NO
Germany,Female,36,126606.63,YES,YES,172363.52,NO
France,Male,46,134950.19,NO,NO,178587.36,YES
France,Female,60,96956.1,YES,NO,31907.44,YES
Germany,Female,29,107601.79,YES,NO,18922.18,YES
Germany,Female,46,92060.06,YES,NO,147222.95,YES
France,Male,33,0.0,YES,NO,1474.79,NO
France,Male,41,0.0,YES,YES,24924.92,NO
France,Male,36,137688.71,YES,YES,46884.1,NO
Spain,Male,55,85845.43,YES,YES,128918.42,NO
Germany,Male,27,125552.96,YES,NO,105291.26,NO
France,Female,33,167298.42,NO,YES,145381.65,NO
Spain,Male,31,55732.92,YES,YES,103792.53,NO
Germany,Female,37,110689.07,YES,YES,71121.04,YES
Spain,Female,39,98544.11,YES,YES,52327.57,NO
Germany,Female,35,178317.6,NO,NO,197428.64,NO
France,Female,48,115713.84,NO,NO,83210.84,NO
France,Male,46,143267.14,NO,NO,193099.43,NO
Spain,Male,19,89750.21,YES,NO,193008.52,NO
Spain,Female,26,116576.45,YES,NO,157567.37,NO
Germany,Female,47,143001.5,YES,NO,108977.5,NO
France,Male,23,157761.56,NO,NO,147759.84,NO
France,Female,37,0.0,YES,YES,27528.4,NO
Spain,Male,31,103430.11,NO,YES,36479.27,NO
Spain,Female,52,0.0,YES,NO,31726.76,YES
Spain,Male,27,0.0,NO,NO,96398.51,NO
Germany,Female,48,115115.38,YES,NO,139558.6,YES
Germany,Female,39,122501.28,YES,YES,95007.8,NO
Spain,Male,62,0.0,YES,YES,101663.47,NO
France,Male,42,0.0,YES,YES,106197.44,NO
France,Male,45,146758.24,YES,NO,48466.89,NO
France,Female,32,0.0,YES,YES,151978.36,NO
France,Male,55,0.0,NO,YES,13288.46,YES
France,Female,70,110738.89,YES,NO,22666.77,YES
France,Male,67,94203.8,NO,YES,102391.06,NO
France,Male,47,105792.49,NO,YES,67830.2,YES
France,Male,41,153198.23,YES,YES,92090.36,NO
France,Male,38,0.0,NO,NO,141023.01,NO
France,Male,79,61811.23,YES,YES,104222.8,NO
France,Male,34,101116.06,YES,NO,196395.05,NO
Germany,Female,46,74458.25,NO,YES,6866.31,NO
Germany,Male,33,142871.27,NO,NO,77737.86,NO
Germany,Male,35,98585.94,NO,YES,106116.84,NO
France,Female,37,0.0,YES,YES,117948.0,YES
France,Male,30,0.0,YES,YES,184581.68,NO
France,Female,43,80764.03,YES,NO,199378.58,YES
France,Female,42,144801.97,NO,YES,12483.39,YES
Spain,Male,27,0.0,YES,NO,22404.64,NO
Germany,Male,35,110053.62,YES,YES,92887.06,NO
France,Female,28,118890.81,NO,YES,145157.97,NO
France,Male,31,0.0,YES,NO,134889.95,YES
Germany,Female,37,151218.98,YES,YES,109309.29,NO
France,Male,42,150507.21,NO,YES,169964.12,NO
Spain,Female,21,0.0,YES,YES,26327.42,NO
Germany,Male,33,131023.76,NO,NO,55072.93,NO
Germany,Female,44,122314.5,NO,NO,68574.88,YES
France,Male,29,0.0,YES,YES,41671.81,NO
France,Male,28,0.0,YES,YES,12409.01,NO
Germany,Female,52,111739.4,NO,YES,68367.18,NO
France,Male,43,113882.31,YES,YES,74564.41,NO
France,Male,24,98148.61,YES,NO,26843.76,NO
France,Female,32,0.0,YES,NO,156774.75,NO
France,Male,32,59271.82,YES,YES,46019.43,NO
France,Female,31,0.0,NO,YES,145411.39,NO
Spain,Male,33,0.0,YES,YES,158268.84,NO
France,Male,30,69413.44,YES,YES,74637.57,NO
Spain,Male,25,160599.06,YES,YES,28391.52,NO
Spain,Male,22,0.0,YES,YES,144385.54,NO
France,Female,40,147803.48,YES,NO,95181.06,YES
Spain,Male,44,0.0,YES,YES,15627.51,NO
France,Female,52,170228.59,NO,NO,148477.57,YES
France,Female,35,133111.73,NO,YES,79957.95,NO
Spain,Female,39,0.0,NO,NO,102763.69,NO
France,Male,18,176139.5,YES,NO,129654.22,NO
France,Female,32,0.0,YES,YES,40652.33,NO
Germany,Male,35,110245.13,YES,YES,178291.09,NO
France,Female,45,0.0,YES,NO,131906.44,NO
Spain,Male,67,158719.57,YES,YES,118607.4,NO
France,Female,76,160979.68,NO,YES,13848.58,NO
Spain,Male,35,123557.65,NO,YES,170903.4,NO
France,Female,60,0.0,YES,YES,13161.66,YES
France,Female,33,0.0,YES,NO,79304.38,YES
France,Male,40,112896.86,YES,YES,121402.53,NO
France,Female,39,120962.13,NO,NO,23305.01,NO
Germany,Male,48,96048.55,YES,NO,74510.65,NO
France,Female,21,0.0,NO,YES,55601.44,NO
France,Male,37,185063.7,YES,YES,134526.87,NO
France,Female,22,118064.93,YES,YES,195424.01,NO
France,Male,46,0.0,YES,YES,59563.49,NO
France,Female,73,0.0,YES,YES,34595.58,NO
Germany,Male,40,149131.03,YES,YES,60036.99,YES
France,Female,34,0.0,YES,NO,193021.49,NO
France,Female,35,0.0,YES,YES,48108.72,NO
Spain,Female,44,125512.98,NO,NO,79082.76,NO
Spain,Female,42,83492.07,YES,NO,37914.12,NO
France,Male,34,0.0,NO,NO,74593.84,NO
France,Female,49,0.0,YES,NO,82967.97,YES
France,Male,30,125739.26,YES,YES,193441.23,NO
Germany,Female,34,98592.88,NO,YES,191790.29,YES
Spain,Female,39,141789.15,YES,NO,92455.96,NO
Germany,Male,22,112949.71,NO,NO,155231.55,NO
France,Male,34,105057.33,YES,NO,9217.92,NO
Germany,Female,46,89087.89,NO,YES,87941.85,YES
Germany,Female,27,147435.96,NO,NO,187508.06,NO
Germany,Male,39,154439.86,YES,NO,171519.06,NO
France,Male,30,73054.37,YES,YES,27012.0,NO
France,Female,62,124678.35,YES,NO,70916.0,YES
Germany,Male,40,152576.25,YES,NO,73073.68,NO
France,Female,41,152243.57,YES,YES,88783.59,NO
France,Male,25,0.0,YES,NO,145524.36,NO
Germany,Male,42,88120.97,YES,YES,21333.22,NO
Germany,Female,51,143930.92,NO,YES,46675.51,YES
France,Female,31,0.0,YES,NO,4802.25,NO
Germany,Female,29,137059.05,YES,NO,102975.72,YES
France,Female,27,186558.55,YES,YES,175071.29,YES
Spain,Male,66,115654.47,YES,YES,131970.86,NO
Spain,Male,29,0.0,YES,NO,14174.09,NO
Spain,Male,38,126152.84,NO,NO,15378.75,NO
Germany,Female,51,105701.91,NO,YES,179797.79,YES
France,Male,46,0.0,YES,YES,93917.68,YES
Germany,Male,67,157094.78,YES,YES,99490.01,NO
Germany,Male,40,113228.38,YES,YES,46415.09,NO
France,Female,32,0.0,YES,YES,151815.76,NO
Germany,Male,37,108432.88,YES,YES,14865.05,NO
Spain,Male,27,0.0,YES,YES,188007.99,NO
Germany,Female,44,120702.67,YES,YES,98175.74,NO
France,Female,32,0.0,YES,NO,106851.7,NO
France,Male,45,0.0,NO,YES,75204.21,NO
Germany,Female,29,139106.19,YES,NO,141872.05,YES
Germany,Female,39,101851.8,YES,NO,7103.71,NO
Germany,Female,32,130935.56,YES,NO,9241.83,YES
Germany,Male,37,116509.99,YES,YES,149517.71,YES
Germany,Female,37,93124.04,YES,YES,196079.32,NO
Germany,Male,35,111578.18,NO,NO,166165.93,YES
France,Male,32,0.0,YES,YES,55724.24,NO
France,Female,39,86546.29,NO,YES,131768.98,NO
France,Male,33,0.0,YES,YES,13858.95,NO
France,Male,39,129669.32,YES,NO,82774.07,NO
Spain,Male,29,0.0,YES,NO,55389.59,NO
Spain,Female,36,164557.95,NO,YES,82336.73,NO
France,Male,23,0.0,YES,YES,163225.48,NO
Spain,Male,35,118989.92,YES,YES,135536.72,NO
France,Male,29,0.0,NO,NO,82422.97,NO
France,Male,31,0.0,NO,YES,194660.78,NO
Spain,Female,45,79259.75,YES,NO,55347.28,NO
France,Male,38,112230.38,YES,NO,16717.11,YES
France,Male,40,118129.87,YES,YES,160277.65,NO
Spain,Male,38,86824.09,NO,NO,175905.97,NO
France,Female,64,128306.7,NO,YES,66040.83,NO
Germany,Female,40,117641.43,NO,NO,92198.05,NO
Germany,Female,37,125734.2,YES,NO,134625.09,YES
France,Male,49,103302.37,YES,YES,50974.57,NO
France,Male,27,0.0,YES,NO,171922.72,NO
Spain,Male,36,82696.09,NO,NO,83058.14,NO
France,Male,29,145471.37,YES,NO,188382.77,NO
Spain,Male,34,101506.66,NO,NO,198030.24,NO
France,Male,47,156265.31,NO,NO,1055.66,NO
France,Male,27,128554.98,YES,YES,133173.19,NO
Germany,Male,34,139959.55,YES,YES,189875.83,NO
Spain,Male,34,132944.53,YES,YES,31802.92,NO
France,Female,35,0.0,YES,YES,132649.85,NO
France,Male,61,0.0,YES,NO,53067.83,YES
Germany,Male,22,93547.23,NO,YES,961.57,NO
France,Male,33,152302.72,YES,NO,71333.44,NO
France,Female,31,147674.26,YES,YES,16658.76,NO
Spain,Female,59,148021.12,YES,YES,74878.22,NO
France,Male,37,0.0,NO,NO,112104.55,NO
Germany,Male,46,142360.62,YES,NO,48421.4,YES
Germany,Female,27,151027.56,YES,NO,170320.58,NO
Germany,Female,44,138843.7,YES,NO,37688.31,YES
Spain,Female,26,109958.15,YES,YES,136592.24,YES
France,Female,31,138857.59,YES,NO,48640.77,NO
Germany,Female,45,105426.5,NO,YES,89773.45,NO
Germany,Female,41,149155.53,YES,NO,42131.26,YES
Germany,Male,27,135096.05,YES,YES,186523.72,YES
Germany,Male,28,170890.05,YES,NO,41758.9,NO
Spain,Female,45,89122.3,YES,YES,199256.98,NO
Spain,Female,54,78126.28,YES,YES,153482.91,YES
France,Female,38,123894.43,YES,NO,21177.1,NO
France,Male,36,0.0,NO,YES,138743.86,NO
Germany,Male,58,106913.43,YES,NO,25881.0,YES
France,Male,32,127845.83,YES,NO,66469.2,NO
France,Female,22,0.0,NO,YES,142670.61,NO
France,Male,26,106397.75,NO,NO,103563.23,NO
France,Female,51,0.0,YES,YES,69101.23,YES
Spain,Female,43,0.0,YES,NO,59475.35,NO
Spain,Female,35,166492.48,YES,NO,135287.74,NO
France,Female,28,0.0,YES,YES,38773.74,NO
Spain,Male,31,114493.68,NO,NO,138396.32,NO
Germany,Female,44,126104.98,NO,YES,110718.02,NO
Germany,Male,51,124425.99,NO,NO,118545.49,YES
France,Female,40,0.0,YES,NO,123207.17,NO
Spain,Male,34,0.0,NO,NO,99984.86,NO
Spain,Female,38,0.0,YES,NO,58332.91,NO
France,Male,30,101140.76,YES,YES,50906.65,NO
Germany,Male,41,150844.94,NO,YES,127623.36,NO
Spain,Male,35,115024.5,NO,YES,169665.79,NO
France,Female,30,131286.46,YES,NO,194144.45,NO
France,Female,42,0.0,YES,NO,35673.42,NO
France,Female,40,141267.67,NO,YES,177397.49,NO
Spain,Male,73,137761.55,YES,YES,159677.46,NO
France,Male,30,0.0,YES,NO,153566.97,NO
France,Male,33,98064.97,YES,NO,52411.99,NO
France,Female,31,114519.57,NO,YES,79222.02,NO
Germany,Female,29,101012.77,NO,NO,32589.89,YES
France,Female,44,0.0,NO,YES,93777.61,NO
Germany,Male,46,82291.1,YES,NO,112549.99,YES
France,Male,39,84719.98,NO,NO,191063.36,NO
Spain,Female,56,0.0,NO,YES,153810.41,NO
France,Female,39,104386.53,YES,NO,105886.77,NO
France,Male,31,128131.73,YES,NO,96131.47,NO
France,Male,44,122806.95,NO,NO,15120.86,NO
Spain,Male,44,0.0,YES,NO,16989.77,NO
France,Male,76,112510.89,YES,YES,143133.18,NO
Germany,Male,57,117056.46,YES,NO,93336.93,YES
Germany,Female,55,131778.66,YES,YES,9972.64,NO
France,Female,36,70784.27,YES,NO,30579.82,NO
France,Female,29,0.0,YES,YES,199775.67,NO
France,Male,46,0.0,YES,NO,179908.71,NO
Spain,Female,35,0.0,YES,NO,101667.0,NO
Germany,Male,38,140752.06,NO,YES,171430.16,NO
Spain,Female,39,92126.26,NO,NO,112973.34,NO
Germany,Female,39,93148.74,YES,YES,190746.38,NO
Spain,Female,49,110132.55,NO,YES,187689.91,YES
Spain,Female,23,0.0,YES,NO,153229.19,NO
Germany,Male,50,122227.71,NO,YES,14217.77,YES
Germany,Male,40,121647.54,YES,YES,64849.74,YES
Germany,Male,58,110597.76,NO,YES,160122.66,YES
France,Female,60,120731.39,YES,YES,138160.11,YES
France,Male,28,0.0,YES,YES,64286.39,NO
Spain,Male,38,0.0,YES,YES,80178.54,YES
France,Male,38,153722.47,YES,NO,101319.76,NO
France,Male,34,114088.32,YES,NO,92794.61,NO
France,Female,48,0.0,YES,YES,63708.07,NO
France,Female,37,0.0,YES,NO,110782.88,NO
Germany,Male,41,152532.3,NO,NO,10779.69,NO
Spain,Male,32,0.0,YES,NO,183289.22,NO
France,Male,34,143292.95,YES,NO,66526.01,NO
France,Male,26,149144.61,NO,YES,123697.95,NO
France,Male,36,127157.04,YES,YES,155700.15,NO
Germany,Male,43,84673.17,NO,YES,82081.35,NO
Germany,Male,33,135962.4,YES,NO,121747.96,NO
Germany,Male,32,151691.44,YES,YES,172810.51,NO
Germany,Female,32,88335.05,NO,NO,159584.81,NO
France,Female,45,139859.23,YES,YES,108402.54,NO
France,Male,45,43134.65,NO,YES,77330.35,NO
France,Male,42,99580.13,YES,NO,21007.96,NO
France,Female,34,110717.38,YES,YES,9398.45,NO
France,Female,37,0.0,NO,NO,182156.81,YES
Spain,Female,36,0.0,NO,NO,110525.6,NO
France,Female,28,0.0,YES,NO,51536.99,NO
Germany,Male,40,108197.11,YES,NO,49722.34,NO
France,Male,40,0.0,YES,YES,66119.07,NO
France,Female,29,104450.86,YES,YES,37160.28,NO
France,Male,39,0.0,YES,NO,197923.05,NO
France,Female,34,0.0,NO,YES,65166.6,NO
France,Female,31,0.0,NO,NO,49326.07,NO
France,Male,40,0.0,YES,YES,42495.81,NO
Spain,Male,21,116099.82,YES,YES,148087.62,NO
France,Male,39,111169.91,NO,NO,9641.4,NO
Spain,Male,37,0.0,YES,YES,164844.37,NO
Germany,Female,25,123616.43,NO,YES,132959.33,NO
Spain,Female,37,155619.58,YES,YES,135088.58,NO
Germany,Male,31,89558.39,YES,YES,4441.54,NO
Spain,Male,45,0.0,NO,YES,174916.85,YES
Germany,Female,32,131938.92,YES,YES,1795.93,NO
France,Female,33,151772.63,NO,NO,180249.94,YES
France,Female,72,0.0,YES,YES,153604.44,NO
France,Female,64,0.0,YES,YES,189703.65,NO
France,Female,22,0.0,YES,YES,66393.89,NO
France,Male,39,97700.02,YES,YES,30709.03,NO
France,Male,31,0.0,YES,YES,71009.84,NO
Germany,Female,56,103244.86,YES,NO,143049.72,YES
Germany,Male,34,147833.3,NO,YES,1561.58,NO
France,Female,46,0.0,YES,NO,49707.85,NO
France,Male,71,0.0,NO,YES,29837.65,NO
France,Female,39,0.0,NO,NO,9041.71,NO
Germany,Female,33,84521.48,NO,YES,198017.05,NO
Germany,Female,28,91938.31,YES,NO,143481.85,NO
Germany,Male,45,124240.93,YES,YES,146372.51,NO
France,Female,42,0.0,NO,NO,101905.34,NO
Spain,Male,37,157084.99,YES,NO,134767.13,NO
Germany,Female,25,108244.82,YES,YES,103573.96,NO
France,Female,21,0.0,NO,YES,139259.54,NO
Germany,Female,41,82161.7,YES,NO,187776.49,NO
Germany,Male,59,104568.41,YES,NO,8059.44,YES
France,Female,36,119912.46,YES,NO,124354.92,NO
France,Male,36,68881.59,NO,YES,109135.11,NO
Spain,Male,30,0.0,YES,YES,82222.86,NO
Spain,Female,40,86376.29,NO,YES,136767.16,YES
Spain,Female,45,150840.03,YES,NO,155516.35,NO
Germany,Male,55,155059.1,YES,YES,144584.29,NO
France,Female,29,0.0,YES,NO,164806.89,NO
France,Male,44,78128.13,NO,YES,109153.04,NO
Germany,Male,46,98899.76,YES,YES,86190.34,NO
Spain,Male,37,0.0,YES,YES,106040.97,NO
France,Male,63,160982.89,YES,YES,168008.17,NO
France,Female,70,87926.24,YES,NO,33350.26,YES
France,Female,35,0.0,YES,YES,119565.34,NO
Spain,Male,46,79385.21,NO,NO,188492.82,NO
Germany,Male,53,127997.83,YES,NO,165378.66,YES
France,Male,44,168396.34,YES,YES,14178.73,NO
Germany,Male,43,134896.03,YES,YES,97847.05,NO
Spain,Male,36,0.0,YES,YES,118959.64,NO
France,Female,50,94238.75,YES,YES,50664.07,YES
France,Male,29,0.0,NO,NO,152996.89,NO
Spain,Female,39,0.0,YES,NO,19458.75,NO
Germany,Male,43,212696.32,YES,NO,115268.86,NO
France,Male,59,0.0,YES,NO,25843.7,YES
France,Male,39,139153.68,YES,NO,147662.33,NO
France,Male,41,0.0,NO,NO,134878.34,NO
France,Female,40,0.0,YES,NO,35795.85,NO
Spain,Male,44,0.0,YES,NO,66462.79,NO
Germany,Male,29,92887.13,YES,YES,69578.49,NO
Spain,Female,65,0.0,NO,YES,103182.46,NO
France,Male,29,83442.98,NO,YES,177017.39,NO
Germany,Female,36,144773.29,YES,NO,53217.3,NO
Germany,Female,52,111973.97,YES,YES,162756.29,YES
France,Female,35,178032.53,NO,YES,42181.68,NO
France,Male,23,140007.19,NO,YES,31714.08,NO
France,Male,37,98400.61,NO,NO,25017.28,NO
Spain,Female,46,0.0,YES,NO,104272.04,NO
Germany,Male,45,108924.33,YES,NO,84300.4,YES
Spain,Female,32,132835.56,NO,NO,136877.24,NO
France,Female,26,0.0,YES,YES,199409.19,NO
Germany,Male,41,118334.44,NO,NO,163147.99,YES
Germany,Female,25,81732.88,YES,NO,136497.28,NO
Germany,Male,66,121411.9,NO,NO,10070.4,YES
France,Male,32,121455.65,YES,NO,190068.53,YES
Spain,Male,20,0.0,YES,YES,58309.54,NO
France,Male,46,0.0,YES,YES,76946.6,NO
France,Female,31,117989.76,YES,YES,54129.86,NO
